# Reference time: 2020-04-15 08:48:05.557
#
# Each line represents a single LED (low energy detector) count.
#
# tus -- time of the count, microsecond
# erg -- energy of the count in channel units
# dau -- DAU (detector assembly unit) of the count (there are four DAUs: 0, 1, 2, 3)
# add -- address of the count within the DAU (each DAU has 32 addresses: [0:31])
# chn -- channel of the count for each address (each address has 128 channels: [0:127])
# mlh -- "multihit" flag of the count, meaning how many simultaneous counts were detected: [0:3]
#         0 --> a single count
#         1 --> 2 counts
#         2 --> 3 counts
#         3 --> 4+ counts
#
#
#
#     tus      erg   dau  add    chn   mlh
#
   49436     609    3    13     66    0 
   49460     856    2    15    102    0 
   49553     916    1    22     85    0 
   49555     750    3     7     37    0 
   49564     319    1     8      1    0 
   49564     264    1     6     75    0 
   49604     803    2    24    106    0 
   49719     269    1    19     94    0 
   49764     895    2    27     90    0 
   49766     225    1    13     23    0 
   49908     237    2     6     98    0 
   49968     900    2    25     98    0 
   50055     323    1     0     88    0 
   50089     818    2     0      5    0 
   50095     551    1    29     66    0 
   50098     689    0     7     38    0 
   50108     443    3    16     73    0 
   50136     368    0    18     43    0 
   50153     671    1    29     20    0 
   50156     654    3     0     44    0 
   50174     310    2    23     26    0 
   50339     293    0    23     15    0 
   50339     184    1    26    114    0 
   50513     468    0     2     95    0 
   50579     879    3    15     82    1 
   50580     494    3    19     92    0 
   50600     494    3    31    113    0 
   50621     238    1     3     67    0 
   50693     155    3     8     75    0 
   50728     226    0     9     47    0 
   50795     717    3    14      8    0 
   50872     344    1    28     33    0 
   50968     935    1     5     20    0 
   50968    1008    1    31    127    2 
   51002     889    0    11     29    0 
   51037     518    2     0     14    0 
   51189     188    0    15     35    0 
   51196     254    2     1    100    0 
   51218     402    1    21     25    0 
   51219     664    3     1    120    0 
   51280     595    1    20     76    0 
   51318     382    0     4     17    0 
   51494     862    3    29     42    0 
   51658     882    2    19      1    0 
   51738     855    1    16     73    0 
   51787     544    3     3     34    0 
   51853     171    2    27    106    0 
   51923     174    1    16    120    0 
   51954     398    1    31     20    0 
   51988     445    2    17     58    0 
   51991     401    3    10      4    0 
   52187     385    1    26     72    0 
   52307     378    2    30     26    0 
   52346     263    2     7     96    0 
   52428     216    2    26     60    0 
   52461     382    2    10     13    0 
   52563     648    3     7     17    0 
   52718     708    2    14    103    0 
   52800     658    0    22     90    0 
   52898    1023    1     7    125    2 
   53017     839    3    14    112    0 
   53017     430    3    22     39    0 
   53046     888    2    15    100    0 
   53054     342    0    21     88    0 
   53427     181    3    20     94    0 
   53428     516    1     4     20    0 
   53476     188    3     6     15    0 
   53594     284    2    31    100    0 
   53615     483    1    13     79    0 
   53812     169    0    28    112    0 
   53837     880    3    19     10    0 
   53863     542    2    27    119    0 
   53983     352    3    20     30    0 
   54117     318    1    27     86    0 
   54142     650    0    16    113    0 
   54156     877    2    21    127    0 
   54158     408    1    25     24    0 
   54235     353    0    23    124    0 
   54304     568    0     0    104    0 
   54308     385    1    25      5    0 
   54356     295    0    25     99    0 
   54369     756    2    20     50    0 
   54378     153    3    16     75    0 
   54472     389    2    26     96    0 
   54491     866    3    25    111    0 
   54518     613    1     4     30    0 
   54587     664    2    26     40    0 
   54594     879    1    10     84    0 
   54609     603    2    15    123    0 
   54634     434    3    18     38    0 
   54833     427    0    28     95    0 
   54850     301    0    18     71    0 
   54879     221    1     9     55    0 
   54970     191    2    11     95    0 
   54998     319    1    11    113    0 
   55004     370    3    18      4    0 
   55039     830    1    22     54    0 
   55087     546    3    11     35    0 
   55088     199    2    20     79    0 
   55136     716    3    18     23    0 
   55216     523    3     4     75    0 
   55252     717    3    20    126    0 
   55373     757    3     6     50    0 
   55379     165    1    31      2    0 
   55391     686    2    28     45    0 
   55431     734    3    15    127    1 
   55438     894    1     0     97    0 
   55478     275    2    14     16    0 
   55495     709    1    22    115    0 
   55677     745    3     1    106    0 
   55813     292    3    14     96    0 
   55870     164    1    25     47    0 
   55874     170    1    26     92    0 
   55876     484    2     8     65    0 
   55970     425    3    30     14    0 
   56054     756    3    13      4    0 
   56054     224    0     2     42    0 
   56092     188    3    28     93    0 
   56098     846    3    23     84    0 
   56185     889    0    10     98    0 
   56269     860    0    28     13    0 
   56337     813    0    28     29    0 
   56346     461    2    18    114    0 
   56348     401    1    23     66    0 
   56352     533    3    20     47    0 
   56529     736    1    30     43    0 
   56611    1023    2    31    125    2 
   56612     278    3    21     55    0 
   56624     867    1    26    126    2 
   56673     459    1    22    126    0 
   56679     372    1    21      0    0 
   56692     250    1     2     35    0 
   56753     239    3     1     61    0 
   56852    1023    2    31     82    1 
   56852    1023    2    23     95    2 
   56856     198    2    27    119    2 
   57058     847    0     0     90    0 
   57107     411    1    13     14    0 
   57113     337    3    30     41    0 
   57192     294    1    23    118    0 
   57329     894    2    12     90    0 
   57329     232    3    25     67    0 
   57329     905    2    17     28    0 
   57341     417    3    10     12    0 
   57358     525    0    17     50    0 
   57358     896    2    26     10    0 
   57404     523    0    21     47    0 
   57424     361    1    29     57    0 
   57445     218    3     6     99    0 
   57500     868    3    21     62    0 
   57565     819    2     3     89    0 
   57808     402    0     2     14    0 
   57830     678    0    25     17    0 
   57851     624    0    18    113    0 
   57852     214    3    13     33    0 
   57854     319    1    26     14    0 
   57894     195    0     0     93    0 
   57947     855    2    30    114    0 
   58096     256    2    13     83    0 
   58123     288    3    29     25    0 
   58164     343    3     0    104    0 
   58164     676    2    10     76    0 
   58164     450    3    22     63    1 
   58200     893    0    13    112    0 
   58327     778    0    12     64    0 
   58347     281    0    31     89    0 
   58393     811    0    19    106    0 
   58466     365    2    29     26    0 
   58470     248    0    30     59    0 
   58514     861    0    14     93    0 
   58708     750    1    14    115    0 
   58767     435    2    25     43    0 
   58852     517    2    26     19    0 
   59077     892    0    15     33    0 
   59077     396    0    23     86    0 
   59098     296    0    30     41    0 
   59215     182    3     4     40    0 
   59248     904    2     3     39    0 
   59268     465    0    22     33    0 
   59268     285    0    14     87    0 
   59376     668    1    23    114    0 
   59384     687    0     8    126    0 
   59439     424    3    14    119    1 
   59540     620    1    20      4    0 
   59651    1023    2    31    121    1 
   59651    1023    2    23    125    1 
